Class	Tx_expression	Gene_expression	DNase_Enh	DNase_Prom	H4K20me1_Enh	H4K20me1_Prom	H3K9me3_Enh	H3K9me3_Prom	H3K9ac_Enh	H3K9ac_Prom	H3K79me2_Enh	H3K79me2_Prom	H3K4me3_Enh	H3K4me3_Prom	H3K4me2_Enh	H3K4me2_Prom	H3K4me1_Enh	H3K4me1_Prom	H3K36me3_Enh	H3K36me3_Prom	H3K27me3_Enh	H3K27me3_Prom	H3K27ac_Enh	H3K27ac_Prom	H2A.Z_Enh	H2A.Z_Prom	CTCF_Enh	CTCF_Prom	Hi-C_contact
1	-0.999816	-0.995605	-0.468539	-0.608907	-0.860473	-0.216889	-0.840642	-0.260621	-0.87649	-0.851061	-0.971485	-0.808357	-0.877157	-0.47468	-0.679379	-0.21081	0.382536	-0.549264	-0.880028	0.209513	-0.925632	-0.69294	-0.459722	-0.774522	-0.816321	-0.680922	-0.881953	-0.88917	-0.283762
1	-0.999816	-0.995605	-0.826539	-0.608907	-0.899962	-0.216889	-0.919789	-0.260621	-0.932102	-0.851061	-0.977019	-0.808357	-0.980534	-0.47468	-0.809387	-0.21081	-0.296075	-0.549264	-0.932865	0.209513	-0.96439	-0.69294	-0.783259	-0.774522	-0.817033	-0.680922	-0.978321	-0.88917	-0.283762
1	-0.999844	-0.995834	-0.686771	-0.631707	-0.762466	-0.515231	-0.815419	-0.195451	-0.880183	-0.761597	-0.959049	-0.811386	-0.523231	-0.742855	-0.623785	-0.393727	-0.648693	0.215887	-0.880675	0.182464	-0.755331	-0.770799	-0.765778	-0.715517	-0.782033	-0.639357	-0.950142	-0.971106	-1
1	-0.999816	-0.995605	-0.686771	-0.608907	-0.762466	-0.216889	-0.815419	-0.260621	-0.880183	-0.851061	-0.959049	-0.808357	-0.523231	-0.47468	-0.623785	-0.21081	-0.648693	-0.549264	-0.880675	0.209513	-0.755331	-0.69294	-0.765778	-0.774522	-0.782033	-0.680922	-0.950142	-0.88917	1
1	-0.999996	-0.99995	-1	-0.420497	-1	-0.313839	-1	-0.244424	-1	-0.697035	-1	0.0452132	-1	0.265337	-1	-0.040327	-1	-0.696052	-1	1	-1	-0.832841	-1	-0.565223	-1	-0.473484	-1	-0.937722	-0.815876
1	-0.999909	-0.999019	-0.271762	0.116245	-0.575313	-0.235222	-0.632272	-0.245152	-0.0992346	-0.16616	-0.505592	-0.470645	0.805565	0.247272	0.407956	0.0392736	-0.354388	-0.635616	-0.518837	1	-0.840776	-0.849842	0.30718	-0.0426389	-0.0176236	-0.337041	-0.840107	-0.517534	1
0	-0.999909	-0.999019	-0.983078	0.116245	-0.944647	-0.235222	-0.920955	-0.245152	-0.990454	-0.16616	-0.991436	-0.470645	-0.992815	0.247272	-0.926666	0.0392736	-0.797039	-0.635616	-0.919049	1	-0.963466	-0.849842	-0.976714	-0.0426389	-0.943711	-0.337041	-0.980011	-0.517534	-0.625706
0	-0.999909	-0.999019	-0.990914	0.116245	-0.939294	-0.235222	-0.894898	-0.245152	-0.991111	-0.16616	-0.990117	-0.470645	-0.995867	0.247272	-0.964207	0.0392736	-0.818285	-0.635616	-0.897152	1	-0.966971	-0.849842	-0.983647	-0.0426389	-0.94659	-0.337041	-0.980938	-0.517534	-0.625706
0	-0.999909	-0.999019	-0.983133	0.116245	-0.937706	-0.235222	-0.912655	-0.245152	-0.987798	-0.16616	-0.989554	-0.470645	-0.992707	0.247272	-0.936969	0.0392736	-0.703346	-0.635616	-0.933593	1	-0.958086	-0.849842	-0.971621	-0.0426389	-0.934379	-0.337041	-0.991387	-0.517534	-0.647583
0	-0.999909	-0.999019	-0.97098	0.116245	-0.948758	-0.235222	-0.923813	-0.245152	-0.992969	-0.16616	-0.987518	-0.470645	-0.99471	0.247272	-0.973105	0.0392736	-0.808631	-0.635616	-0.950945	1	-0.961849	-0.849842	-0.979316	-0.0426389	-0.940565	-0.337041	-0.994296	-0.517534	-0.647583
0	-0.999909	-0.999019	-0.581549	0.116245	-0.797997	-0.235222	-0.863588	-0.245152	-0.471469	-0.16616	-0.833317	-0.470645	-0.257945	0.247272	-0.453828	0.0392736	-0.827443	-0.635616	-0.789204	1	-0.959381	-0.849842	-0.141255	-0.0426389	-0.507111	-0.337041	-0.967482	-0.517534	-0.995532
1	-0.996269	-0.99605	-0.813427	-0.0742267	-0.946702	-0.430419	-0.903402	-0.286926	-0.987417	-0.683621	-0.987388	-0.843951	-0.993103	-0.411827	-0.950363	-0.0156911	-0.769999	-0.577453	-0.934155	0.270523	-0.964002	-0.86224	-0.846317	-0.689832	-0.94603	-0.174004	-0.960023	-0.774951	-0.00493222
1	-0.996269	-0.99605	-0.633103	-0.0742267	-0.87762	-0.430419	-0.862278	-0.286926	-0.799055	-0.683621	-0.970593	-0.843951	-0.426208	-0.411827	-0.526143	-0.0156911	-0.767013	-0.577453	-0.776534	0.270523	-0.944825	-0.86224	-0.680582	-0.689832	-0.375776	-0.174004	-0.806874	-0.774951	1
1	-0.996269	-0.99605	-0.954857	-0.0742267	-0.65064	-0.430419	-0.832984	-0.286926	-0.896546	-0.683621	-0.912229	-0.843951	-0.46384	-0.411827	-0.541989	-0.0156911	-0.423832	-0.577453	-0.486166	0.270523	-0.927404	-0.86224	-0.743101	-0.689832	-0.892049	-0.174004	-0.974454	-0.774951	1
1	-0.986088	-0.979348	-0.550969	-0.858522	-0.869549	-0.195265	-0.764408	-0.0294641	-0.919634	-0.608321	-0.964695	-0.348206	-0.951195	-0.328115	-0.845655	0.00328767	-0.174802	0.0790269	-0.839762	0.658073	-0.893837	-0.718423	-0.709466	-0.431419	-0.721001	-0.740733	-0.934964	-0.850108	1
1	-0.986088	-0.979348	-0.7462	-0.858522	-0.77339	-0.195265	-0.701039	-0.0294641	-0.734759	-0.608321	-0.826504	-0.348206	-0.488774	-0.328115	-0.421245	0.00328767	-0.394262	0.0790269	-0.760813	0.658073	-0.826627	-0.718423	-0.493964	-0.431419	-0.742051	-0.740733	-0.832339	-0.850108	1
0	-0.986088	-0.979348	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1	-0.997076	-0.993629	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-0.749868
